Datetime,Actual_Load,Predicted_Load
2024-12-24 00:00:00,19.54996414522237,21.079748107439016
2024-12-24 01:00:00,16.248138719911314,18.462463152261982
2024-12-24 02:00:00,15.63988429681534,17.23954823099545
2024-12-24 03:00:00,18.768536472553183,16.474441083938185
2024-12-24 04:00:00,14.850832990529158,17.121834630979055
2024-12-24 05:00:00,17.697471442061204,18.565680000186553
2024-12-24 06:00:00,16.44031078924752,20.92988683106532
2024-12-24 07:00:00,26.75209635785408,23.95450652652023
2024-12-24 08:00:00,28.263921860666976,27.5084006113481
2024-12-24 09:00:00,30.381077855872167,31.302437483359242
2024-12-24 10:00:00,32.852987700506475,35.09834848987091
2024-12-24 11:00:00,38.900423091744514,38.628587023118016
2024-12-24 12:00:00,42.33564773169064,41.65942728223695
2024-12-24 13:00:00,43.67959307012036,43.98104894686743
2024-12-24 14:00:00,47.74022042654461,45.437714308712465
2024-12-24 15:00:00,44.633308496320495,45.930020612961734
2024-12-24 16:00:00,48.53154969578665,45.42564470410333
2024-12-24 17:00:00,44.74366981113791,43.959245087894026
2024-12-24 18:00:00,42.49601050155925,41.63140859646012
2024-12-24 19:00:00,37.6347367455212,38.60104483304123
2024-12-24 20:00:00,34.71113168660157,35.074889729256945
2024-12-24 21:00:00,29.758803765873463,31.293208164341582
2024-12-24 22:00:00,28.353358810333,27.5135362522015
2024-12-24 23:00:00,20.811932626779356,23.99308209062737
2024-12-25 00:00:00,20.009260451890523,20.97125373119724
2024-12-25 01:00:00,18.419852851769235,18.653361472867434
2024-12-25 02:00:00,15.195306389883273,17.196678440730757
2024-12-25 03:00:00,14.271506292013695,16.699764251588068
2024-12-25 04:00:00,15.286236069174297,17.19579944993249
2024-12-25 05:00:00,16.300965846334897,18.650369318336576
2024-12-25 06:00:00,17.176774948787603,20.963851532802494
2024-12-25 07:00:00,22.18496013757723,23.978238469550156
2024-12-25 08:00:00,30.14109494616349,27.487928960068352
2024-12-25 09:00:00,29.132279360313916,31.25375138394169
2024-12-25 10:00:00,32.63915315993552,35.01926222631265
2024-12-25 11:00:00,38.29600027525917,38.52820911697807
2024-12-25 12:00:00,40.04723311005918,41.54196934906075
2024-12-25 13:00:00,43.70143216755908,43.85577706478637
2024-12-25 14:00:00,46.72457389309324,45.312635660077824
2024-12-25 15:00:00,44.74781676755624,45.81397014014683
2024-12-25 16:00:00,44.90450129962631,45.32629668183399
2024-12-25 17:00:00,43.15888128244758,43.88345815349384
2024-12-25 18:00:00,41.41326126526886,41.58427640258233
2024-12-25 19:00:00,36.168583716370826,38.58578411382988
2024-12-25 20:00:00,35.69189942876864,35.09249975811485
2024-12-25 21:00:00,28.904553282753383,31.342478120678567
2024-12-25 22:00:00,27.812006193169527,27.591087842969383
2024-12-25 23:00:00,20.49897589719975,24.093621463760087
2024-12-26 00:00:00,20.941926619623665,21.08792216424522
2024-12-26 01:00:00,16.76328260686932,18.778209500087016
2024-12-26 02:00:00,11.216698663147904,17.32120402582498
2024-12-26 03:00:00,19.325508291811204,16.815493542604592
2024-12-26 04:00:00,14.097379016661035,17.29486247472992
2024-12-26 05:00:00,15.059603112883496,18.726035701384575
2024-12-26 06:00:00,18.10020069554352,21.01098745588239
2024-12-26 07:00:00,23.528372432985744,23.993655140554136
2024-12-26 08:00:00,25.875023114443245,27.470598245826015
2024-12-26 09:00:00,31.231387381803582,31.204874392422944
2024-12-26 10:00:00,33.38491895561132,34.94218606469419
2024-12-26 11:00:00,40.22925146356942,38.42819770399827
2024-12-26 12:00:00,46.18405446795717,41.42584391434068
2024-12-26 13:00:00,44.87812556806011,43.73145091882212
2024-12-26 14:00:00,49.12257613133522,45.1885749473618
2024-12-26 15:00:00,44.2936564111948,45.698617331353766
2024-12-26 16:00:00,44.67992795310776,45.2274960573112
2024-12-26 17:00:00,42.39787984987283,43.80792237686509
2024-12-26 18:00:00,47.49827054897829,41.537130456716895
2024-12-26 19:00:00,37.5741305005476,38.570217585065656
2024-12-26 20:00:00,33.11305744747858,35.10955105941323
2024-12-26 21:00:00,29.890895174400427,31.390965250677883
2024-12-26 22:00:00,26.16029893650737,27.667690295710972
2024-12-26 23:00:00,21.29096518061702,24.19310761482226
2024-12-27 00:00:00,15.9911464525423,21.2035065626293
2024-12-27 01:00:00,20.022241285683386,18.902015665163606
2024-12-27 02:00:00,16.988736572171042,17.444801184899816
2024-12-27 03:00:00,13.38674751052934,16.930470733753214
2024-12-27 04:00:00,13.994199884470016,17.39340092097906
2024-12-27 05:00:00,15.914252032390396,18.801440505871714
2024-12-27 06:00:00,17.79123449108967,21.058142461746552
2024-12-27 07:00:00,20.096878576368525,24.009370052109706
2024-12-27 08:00:00,28.610896662125363,27.453824459944613
2024-12-27 09:00:00,32.51929818365883,31.15677493926056
2024-12-27 10:00:00,33.505603081400785,34.86605499480655
2024-12-27 11:00:00,38.82165438984357,38.32923450753325
2024-12-27 12:00:00,40.9361617702821,41.31079841972996
2024-12-27 13:00:00,47.15415203363037,43.60816292235549
2024-12-27 14:00:00,48.22330379859744,45.065439972785946
2024-12-27 15:00:00,45.25810019054423,45.584014924867496
2024-12-27 16:00:00,46.93611112700886,45.12921954876308
2024-12-27 17:00:00,43.01292895639746,43.73264891237995
2024-12-27 18:00:00,39.08974678578607,41.48996734168699
2024-12-27 19:00:00,43.458862033748886,38.55435575944398
2024-12-27 20:00:00,34.4502361981389,35.126049216194374
2024-12-27 21:00:00,29.53705290923303,31.438679202270002
2024-12-27 22:00:00,24.320616159512586,27.743352298735324
2024-12-27 23:00:00,20.953697609546484,24.291550155703554
2024-12-28 00:00:00,16.882718276179805,21.318015279059793
2024-12-28 01:00:00,11.894853996892904,19.02478730065638
2024-12-28 02:00:00,13.068613183166727,17.567475341852063
2024-12-28 03:00:00,10.265362834128595,17.044699188964643
2024-12-28 04:00:00,13.358538581680026,17.491415735365177
2024-12-28 05:00:00,8.900822361543685,18.87658226786287
2024-12-28 06:00:00,16.05017290799541,21.105312742489318
2024-12-28 07:00:00,17.01027868729752,24.02537733197312
2024-12-28 08:00:00,24.110585413693936,27.437600055754817
2024-12-28 09:00:00,32.583254198533446,31.10944432402262
2024-12-28 10:00:00,33.27112102546753,34.79085975226199
2024-12-28 11:00:00,31.97448324381956,38.23131033173358
2024-12-28 12:00:00,36.19390641965077,41.19682436272294
2024-12-28 13:00:00,37.026636907193975,43.48590584489811
2024-12-28 14:00:00,40.20663922524898,44.943225268822374
2024-12-28 15:00:00,38.44004778071459,45.470159587175885
2024-12-28 16:00:00,36.6734563361802,45.03146618205116
2024-12-28 17:00:00,42.523409135940405,43.65763921004711
2024-12-28 18:00:00,38.531937493661054,41.44279083134181
2024-12-28 19:00:00,35.91492692886525,38.538204476307016
2024-12-28 20:00:00,31.97809280014617,35.142001734535455
2024-12-28 21:00:00,24.427665326038547,31.485628636358726
2024-12-28 22:00:00,25.95128334980423,27.818083077609018
2024-12-28 23:00:00,19.33889818329117,24.38895824843697
2024-12-29 00:00:00,14.961005349513703,21.431456788578025
2024-12-29 01:00:00,15.379941134368002,19.146531618322555
2024-12-29 02:00:00,10.18127894879522,17.68923195521348
2024-12-29 03:00:00,13.154452831356965,17.15818224324027
2024-12-29 04:00:00,16.12762671391871,17.588907903811272
2024-12-29 05:00:00,14.272545405186907,18.951459558664943
2024-12-29 06:00:00,15.977479146549172,21.152494553627932
2024-12-29 07:00:00,16.57246136927924,24.04167117622829
